gene,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63
P11229,-4.938471,-1.6538866,0.51032245,-0.48047516,-0.200966,-0.29117218,-0.88468724,-0.7720944,-0.33003184,-0.97224605,-0.37818357,-0.5975834,-1.1589515,-0.32176244,-1.0948477,0.9840497,-1.1199341,1.2852557,-0.302955,-0.08823294,0.4037028,-0.8327137,0.30139065,-0.543892,-0.55154663,-0.3070449,0.37945998,-0.6830701,-1.842064,-2.0577753,0.41937637,-1.0134513,0.66271627,0.46362108,-1.4802896,0.23389472,-0.28777954,-0.47995082,-1.0730252,-0.25349975,-0.35079658,-1.3178307,-2.0528984,0.94817394,-0.32677522,-0.7573426,3.3567033,0.57673544,-1.4253461,2.6921365,1.5772246,-1.8412594,2.4431696,1.0307069,1.00375,-0.10454852,0.23168439,2.0695832,0.12619437,0.27792656,-0.6940631,0.57193506,-0.7029144,0.2951009
P11362,-5.8529243,-1.7018738,-0.667436,-0.019821452,-0.084745646,-0.43939796,-0.33303958,-0.92330176,-0.4022446,-1.159712,-0.59100324,-0.74548346,-1.6033785,-0.38261628,-1.7370477,0.83398014,-1.670862,0.8695207,0.11028074,-0.12660833,0.80761075,-1.940019,0.49150848,-1.7615381,-2.0995018,-0.8273364,2.5480564,0.061873376,3.4749014,1.5111737,0.5571697,0.71735895,0.38288286,0.1570412,0.49879417,-0.025881168,-0.0028526043,0.079862036,0.1823498,0.083527096,-0.016541978,0.2013141,0.14796749,0.0047625895,0.0032730442,-0.0049865106,-0.019162059,0.022348497,-0.004296369,0.012382988,0.008742992,-0.005002194,-0.00025880625,0.006470376,-0.0013279502,0.00089076575,-0.0021370703,-0.001469578,-0.001469228,0.0003687537,-0.0026343437,-0.0053767003,0.011098773,-0.010238343
P12821,-5.6909084,-1.6287458,-0.6195999,-0.011852499,-0.07401218,-0.37507433,-0.28143573,-0.7454858,-0.3279596,-0.8981481,-0.44894907,-0.56234014,-1.1960461,-0.24362853,-1.210643,0.5540743,-1.0152386,0.51982844,0.009367582,0.1619756,0.17922711,-0.628599,0.09761357,-0.49309367,-0.5367147,-0.10950958,-0.28898376,-0.07804211,-1.254881,-0.7030573,-0.45280853,-0.69394463,-0.5117458,-0.2638015,-0.9202989,0.064010955,0.06047761,-0.24345136,-0.62549365,-0.43100503,0.052084357,-1.1099806,-0.9248474,0.05571032,-0.02331583,0.38739848,0.12881689,-0.2906018,-0.3954642,-0.8095955,0.12071285,1.1206179,-0.644427,-1.7617236,1.622511,-0.65925825,-0.44294345,-0.58331376,0.56209993,0.079301566,-1.0781691,0.069704436,0.49416712,-1.0792978
P13945,-3.306363,-1.5360062,-1.5556285,3.2162688,-2.2811782,-1.1062692,2.3904202,-1.2864506,-1.4332967,-1.8637006,14.775789,-1.1986431,-0.33604553,1.4343505,-0.26212597,-6.614467,-3.1314204,-2.523205,-7.886076,-2.4018123,1.858659,-1.4177356,0.30383635,-1.6200361,0.9580993,5.041326,2.7502499,2.5683587,0.20172986,-2.8462193,-3.6097038,-1.5931867,-0.61789215,1.5621862,-2.5649157,-1.9126699,0.5244378,-0.24337861,-0.7743026,-1.947342,-3.9847696,1.2143606,-5.7826066,-10.77849,-2.8056169,2.7374947,-4.490293,1.5684863,-3.4450822,3.3674793,5.053495,2.3310866,-2.1616633,0.8426374,-3.0048733,0.6210618,0.058280844,0.389134,-1.7255645,-0.9304472,1.8162347,-1.7643969,-1.2626855,1.0324509
P14416,69.56097,-4.4652796,12.0260105,45.950405,-14.880107,1.7447054,-2.022207,0.19228344,2.5794404,0.27727303,-22.99353,0.29946804,-0.5659913,-4.2669024,-5.557549,-2.381729,-0.10548593,-7.5428147,3.5315735,-0.06209107,0.06546289,-0.3764685,-0.5236885,-1.803625,4.4971037,12.910055,10.013013,8.307059,0.48542106,-3.2668853,-7.307785,-3.5827174,3.974883,0.3350975,1.249774,1.1581662,-0.8323335,0.3362424,0.6698855,1.7092735,-0.058442894,-1.5511687,-0.24754359,1.8467801,0.27435187,0.7312282,1.7019167,0.17759846,0.34895587,0.16384214,0.0065575726,0.38351646,-0.40544704,-0.15616006,-0.35982874,0.031998135,-0.6072426,-1.0179906,-0.15537608,-0.30829847,0.50151926,-0.5365161,0.3111009,-0.28379577
P14867,-4.765366,-2.1748435,-0.4884992,1.2806286,-0.7341242,-2.361682,-2.155207,-3.1473093,-4.2665553,-5.2360144,-0.7947215,33.806496,14.248902,-0.81457233,4.9636035,-1.5720278,3.1504958,-1.4252832,-0.29019424,1.1468393,-1.316352,1.5496068,-0.4403056,0.74506587,1.0055313,0.3208196,0.29941186,2.1932395,-0.3099906,1.978374,2.5833359,0.52008176,3.570834,-1.1374513,3.03349,5.395689,6.04821,2.029021,-1.2477384,0.15659654,-0.18843035,0.6410685,1.2027619,0.9490006,-0.1316657,0.4574961,-0.8766036,2.6073925,-0.2855493,-0.10722743,0.037024282,0.8332216,0.397641,0.45469028,0.12693578,1.0272548,-1.5753725,2.29441,-4.493722,1.0051194,-2.044621,-0.12837303,-2.759063,0.5996062
P16234,-5.9930134,-1.7650867,-0.7087599,-0.021667833,-0.09484659,-0.49759036,-0.3796414,-1.0683573,-0.46909982,-1.3632022,-0.69952023,-0.8906273,-1.9473249,-0.47214693,-2.1660903,1.0467032,-2.1497104,1.1608292,0.15140006,-0.18131714,1.1632748,-2.849769,0.7321727,-2.6953435,-3.3022828,-1.3128146,4.568817,0.11607322,6.7908196,3.0109627,1.2003566,1.6344543,0.9574863,0.4270807,1.3597485,-0.0814121,-0.009246581,0.26316053,0.64373475,0.31979984,-0.065786906,0.8227795,0.68316513,0.026232392,0.021884715,-0.036891364,-0.17095105,0.23813953,-0.05096846,0.16544595,0.13727371,-0.078832984,-0.014887063,0.15114841,-0.028641071,0.033354793,-0.2127271,0.28286228,0.09858668,-0.008431743,0.08984863,0.10452676,-0.22688505,0.15372676
P17252,-5.1491685,-1.6129075,-0.6742728,0.448449,-0.104682125,-0.7253565,-0.40236565,-0.7082509,-0.72931796,-0.99379736,-0.009998086,-0.76598096,-2.171975,0.7453211,-1.8060578,0.5275728,-0.71050364,0.65962124,-0.30345872,1.3055363,0.8491586,-6.42584,1.5059471,22.570599,3.5609984,1.914285,0.5547257,0.041913852,1.5618898,1.0417347,0.73782396,0.59918725,0.72177464,0.146508,0.4159675,-0.3143634,0.31682128,-0.012454476,0.5099743,0.1663081,-0.102943614,0.01749598,0.8661571,0.13661739,-0.38830167,-0.5844775,0.42857796,0.23642312,0.7771795,0.2717107,-0.16172193,0.41328922,0.073024765,-0.46269497,0.3003318,-0.03377721,-0.5473507,-0.4492534,-0.092590466,-0.18471189,0.5732381,-0.69357437,-0.4185258,0.20734754
P17655,-5.5210752,-1.7035686,-0.59317076,0.38737634,-0.1407122,-0.5460839,-0.3681996,-0.37693524,-0.47802362,-0.48928928,-0.12223255,-0.32344458,-1.3530669,0.45070115,-0.97924095,0.3696226,0.22985142,0.3092028,0.035718534,0.68369496,-0.25006655,-0.33500656,0.15789147,-0.109152585,-0.049861044,-0.43313262,-0.24263617,0.74955416,-1.8161695,0.30967784,0.5055438,-0.54988796,0.6969651,-0.47305268,-0.6842759,-0.41949865,0.29406136,-0.35578412,-0.17204729,-0.78478384,-0.4292322,-0.9433552,0.5573918,0.07902546,-0.40506142,-0.07555748,0.1782354,-0.044554383,0.6370321,0.33805275,-0.20863932,0.03604014,-0.47603294,-0.42701015,-0.012347461,-0.21812642,-0.054156788,-0.78176767,0.04388247,-0.21968256,0.1971667,-0.6306603,-0.3306132,0.12405251
P20309,31.971737,1.9853852,33.749104,-4.0899577,42.945858,1.9386907,-11.475039,-0.070746236,-0.32850963,-1.4149046,7.9298606,-0.7182008,3.5760822,-11.026076,-8.930306,-1.0275501,0.100729644,-3.214768,4.0083814,0.31597343,-0.08990719,-0.50513506,-2.8959703,-0.18296713,0.5048985,1.3840221,0.6315731,0.6661521,0.2563213,-1.1599116,0.2754029,0.18084978,-1.230316,-1.5782213,0.31788537,-0.28453493,0.055062793,-0.21373464,-0.50042796,-0.025950342,1.0279465,0.24101599,0.5940179,0.09088312,0.073299095,-0.4758833,-0.14098606,1.6782119,-0.5292936,0.40658128,0.1817634,-0.16465834,-1.8899102,0.5153413,-1.3351977,0.13803814,-1.1949006,-1.3776677,1.6537793,0.24277979,0.45150355,1.1988319,0.53444654,-0.14576922
P20366,2.4966896,-2.4960597,-0.6415905,3.4018514,1.333439,-0.56316054,2.4895034,-0.77966154,-0.6633486,-1.243994,3.2500463,-0.15708584,-1.0407767,1.252999,-0.32209936,-5.119022,-2.7973094,6.297625,6.1906204,1.7913045,-0.96710205,0.4305557,1.9227308,-0.2010227,-3.2990916,-2.0668042,-7.203139,0.49096808,2.4123366,-1.2362832,-2.193464,-0.71423125,-1.6096077,-0.76715434,-0.05318853,1.1491612,0.82657796,0.23457906,-0.9659266,2.6476219,9.185223,-5.0125346,1.6150506,4.613851,2.3141034,1.7621574,-0.4859271,1.9782027,-5.068823,-0.5386041,2.0295599,-0.9990461,-2.2523954,0.9425059,-1.4001497,-0.6331432,2.0635695,1.3905507,-1.2054493,-1.7161181,7.1447253,-3.2248366,0.43467903,1.2953209
P20396,-5.5210752,-1.7035686,-0.59317076,0.38737634,-0.1407122,-0.5460839,-0.3681996,-0.37693524,-0.47802362,-0.48928928,-0.12223255,-0.32344458,-1.3530669,0.45070115,-0.97924095,0.3696226,0.22985142,0.3092028,0.03571853,0.68369496,-0.25006655,-0.33500656,0.15789145,-0.10915258,-0.04986104,-0.43313268,-0.24263616,0.7495543,-1.8161695,0.3096778,0.5055438,-0.549888,0.6969653,-0.47305313,-0.6842756,-0.4194998,0.29406112,-0.355785,-0.1720471,-0.78478426,-0.4292331,-0.94335616,0.55739117,0.07902623,-0.4050615,-0.07555793,0.17823614,-0.0445536,0.63703173,0.33805317,-0.20863876,0.036040425,-0.4760328,-0.42701015,-0.012347375,-0.21812633,-0.054156657,-0.7817674,0.043882955,-0.21968247,0.19716676,-0.63065976,-0.33061358,0.12405255
P21452,-4.4813895,-1.4221787,-0.51558703,1.6835418,0.23908521,-1.2517828,-0.63580847,0.056187913,-0.9467856,1.4089775,1.4276997,0.21732597,-2.5820632,2.9818974,-1.3819144,-1.2947599,5.221869,2.6083372,-3.9733303,16.672235,-12.4148655,8.402361,-6.338374,1.6185118,-3.6575985,3.4121032,-0.31556427,-4.040673,4.720326,-1.2231004,-4.319079,-0.119198084,-1.4153633,1.3134907,-0.68939674,-0.7415032,-0.13551003,0.5090351,-0.65947527,0.3235523,-0.22738299,1.1157267,-0.42419025,-0.7705119,-0.041949514,-1.2020265,0.7829588,-0.9260417,1.4371375,0.9107268,-1.0889859,-1.6776304,0.26609853,0.9793594,-1.1013523,-0.032129407,0.61282283,-0.876976,0.68581295,-0.22313577,-0.17397735,-0.093220755,-0.68794984,0.53998226
P21554,-4.722471,-1.6796823,0.33896723,1.9134912,0.5116438,-1.7959211,-1.3676082,0.79235995,-1.2177043,2.7475445,2.0086725,0.72767913,-4.9352045,6.4503617,-4.6509185,-2.3763027,36.607082,2.067882,2.7527893,-8.467902,5.4024363,-1.7332942,1.2419952,-0.3655207,-1.578219,1.1870244,0.19205372,-2.1400702,2.5408936,-2.1829307,-1.6927489,0.07050922,-1.3726226,0.25115827,0.24362636,0.20529766,-0.10006469,0.33226866,-0.082290374,0.11356808,-0.12537245,0.5013299,-0.75889236,0.32755363,0.23313724,-0.30391854,0.019275317,-0.6266496,-0.21879417,-0.5600845,0.16239326,0.19425803,0.5741519,-0.06028902,0.29404005,-0.14807548,0.29951304,0.76412225,-0.14753017,0.11466428,0.5790385,0.27624032,0.596131,-0.055479128
P21802,-5.8538566,-1.7022948,-0.66771156,-0.019833775,-0.08481313,-0.43978623,-0.33335057,-0.9242696,-0.40269077,-1.1610701,-0.59172714,-0.74645215,-1.6056744,-0.38321394,-1.7399126,0.8354006,-1.6740593,0.8714665,0.11055505,-0.1269735,0.8099879,-1.9461005,0.49311757,-1.7677832,-2.1075468,-0.8305834,2.561588,0.06223686,3.497122,1.5212257,0.56148356,0.7235129,0.38674265,0.15885653,0.5045804,-0.026254065,-0.0028965324,0.08109701,0.18545812,0.08511939,-0.016873904,0.20550491,0.15158066,0.004907972,0.0033986224,-0.0052027297,-0.020192426,0.023813814,-0.004613872,0.013423461,0.009617606,-0.005503831,-0.0003583809,0.007455168,-0.0015132338,0.0011119286,-0.0035749588,0.00047519992,-0.0007853734,0.00030822607,-0.0020013421,-0.004619978,0.009465375,-0.009109294
P21917,38.98747,-4.3516912,-2.1346169,47.064655,-4.4038744,1.3317827,-5.8814178,-0.1914642,1.0764606,-0.50262195,-15.620369,-0.43064135,-1.4001725,-3.914899,-9.534177,-16.191938,-1.3203304,-3.5462317,-4.3432565,-0.8814314,0.62893635,-0.43246445,-2.4276843,1.7362407,-5.126652,-13.372427,-13.014366,-8.160962,0.059430156,4.7797666,7.2466564,3.898854,-4.1293583,0.82268703,-1.9143687,-1.5773828,1.1435993,-0.30796432,-0.47147864,-1.8373007,-1.0429516,1.9139441,-0.62459373,-2.4914758,-0.2867074,-0.63719106,-1.6663854,0.09964047,-0.43424284,0.06323185,0.071770065,-0.50777155,0.5706752,0.27389556,0.45127875,0.006401741,0.2991925,1.0734739,0.21875754,0.34281242,-0.48894566,0.61675674,-0.30828854,0.2983573
P23975,24.058208,2.2388954,41.80803,-28.686281,-30.206242,-0.18119301,0.9906292,-0.4897048,-0.5577429,0.56310475,-0.102734156,-0.2277484,1.00844,-4.279368,-5.0511217,-3.0024931,1.5248185,-3.9976077,-7.8156815,-0.7633221,0.53971636,-1.0608304,-7.165162,0.63525236,0.3151433,-3.2128425,0.14476171,-4.3873696,-1.7654064,0.48254696,6.1183715,2.1887794,-0.5883673,2.5938447,-0.67460936,1.369714,-0.7587688,-1.0301095,0.65867966,1.8285787,-5.172374,3.0999067,-5.6721573,6.039771,2.7895365,2.2523837,2.24538,3.464253,0.30872846,0.50727427,-0.28857264,0.8403602,-2.272329,-0.2770008,-1.52174,0.6482767,-1.9955236,-2.8059564,-0.3203229,-0.9988086,1.9394323,-1.7556946,0.1634923,0.43467826
P24530,-5.1794496,-1.6732298,-0.4405583,0.87562,0.2389724,-0.788308,-0.5713705,0.10468985,-0.3578007,0.16498531,0.4414623,0.035325896,-1.4340411,1.1572981,-0.8200129,0.008685106,1.794995,0.21656959,-0.12601592,1.7031385,-1.0696148,0.22216475,-0.4869184,-0.05828334,0.6282418,-0.7608866,0.0041670133,2.081281,-2.7561686,1.9621235,1.6890802,-0.2500171,1.4674239,-0.9498119,-0.20439659,-0.34833616,0.007811812,-0.5282472,0.032445915,-0.6696397,-0.6338017,-0.9831161,1.6299938,-0.3119097,-0.67710006,-0.14206392,0.019104205,0.48924115,0.8564779,0.6874569,-0.55390394,-0.3955424,-0.24488781,-0.030756893,0.17882882,-0.2622906,-0.1269491,-0.047284637,-0.2699252,-0.19062684,0.7029271,-0.5596918,-0.20553803,-0.022951206
P24557,-5.4864287,-1.6675799,-0.35514447,0.4137982,-0.10580312,-0.39448622,-0.33593467,-0.76061934,-0.32258332,-0.9341057,-0.94853723,-0.5321724,-1.5222806,0.60785323,-0.6792421,0.25180662,-1.1924057,0.457039,0.6450743,0.24120103,0.1814493,-0.7677755,0.83480954,-1.0298089,1.7176381,0.3645222,1.0099256,-0.50404453,-2.0038018,0.5525577,-1.5901593,-1.2833325,0.23058705,-1.2498069,-1.4945049,-0.14039831,0.017548617,-2.4545608,-0.7848196,1.4872894,1.2318621,2.4954953,-2.0301194,1.7126044,1.3481305,-1.5020716,-2.9214008,-0.5505328,0.25387034,0.24518485,0.18222767,-0.087419435,0.41382736,0.049517263,0.031999443,0.029377626,-0.021498911,0.059664857,0.06493623,-0.042077057,0.048031572,-0.04809291,-0.009266924,-0.053501256
P24941,-5.709221,-1.636618,-0.6242701,-0.017864717,-0.07390675,-0.3765714,-0.28255224,-0.7649059,-0.32893595,-0.9356338,-0.47106227,-0.5842508,-1.2178745,-0.2813875,-1.2491256,0.59119344,-1.11668,0.5251886,0.060878996,-0.05921005,0.36792532,-0.80188555,0.18783705,-0.56354207,-0.5294462,-0.19006158,-0.32660013,-0.017647887,-1.5331299,-0.78553617,-0.4857874,-0.83423835,-0.66311055,-0.36936906,-1.1832128,0.09723692,0.011541455,-0.34311554,-0.95382684,-0.5459894,0.12039845,-1.5656432,-1.5817274,-0.08299831,-0.08073686,0.16542351,1.1518297,-2.2294295,0.62219346,-2.6942065,-3.7026153,4.691137,-1.3821834,7.031989,-0.592954,0.45372713,-2.2958338,2.2422063,0.61353546,-0.04257969,0.45240322,0.46729454,-0.9638636,0.558664
P25021,2.0475287,0.4046196,6.8979154,-0.9619412,4.35242,-1.494494,5.7420826,-0.101754166,-0.11205983,0.2778502,-2.8553424,0.09158219,-5.166153,14.254742,10.118195,0.7293783,-0.03464043,-11.739363,2.8194184,0.42001775,-0.6644415,0.8474748,0.26261923,0.09148413,2.8234863,0.4523935,2.181056,-2.9132967,-3.3740485,8.764847,-1.6574346,0.025875963,1.8561776,-0.5341059,-4.791363,-3.173641,4.2545485,-5.8593755,0.949969,4.5114813,5.301365,9.599169,0.9410149,-3.8707874,-1.7675476,0.70166916,7.0807257,1.9387718,-3.0599415,-2.5624132,0.13817888,0.67911494,-0.985378,-0.0796344,0.3416747,0.21333346,0.4717085,0.65449226,-0.04764689,0.29442865,0.19315088,0.50333095,1.7047266,-0.43268955
P25100,8.695489,-2.4326954,-3.5130246,15.775886,-11.257292,-0.18694057,-0.22952738,-1.6969812,1.8247441,-2.6211247,9.533197,-2.2346373,1.1722741,-4.6577578,3.9060667,29.700853,0.40626,-2.698243,1.7281904,-2.1635418,2.3453112,-4.100985,-11.36383,-1.9254533,1.0532091,6.3997335,-2.3049438,-10.62221,-1.5450424,1.6721668,1.0243214,-0.18564695,-1.1709409,-7.4207196,2.5003767,0.7692856,-2.369558,-0.5626171,-2.8122506,-2.9915266,1.9855692,2.0282905,2.6318982,-0.87328285,2.5616236,8.291701,-0.8247034,-1.3117357,1.0774294,1.4498123,-0.32703352,-1.3232803,-1.2952874,0.3642224,-0.6643842,-0.7356312,1.2657878,0.29467663,-0.06491169,0.057927564,-0.6786681,-0.09628597,-1.1080983,0.5119123
P25103,-4.137512,-1.3029615,-0.41169313,1.426552,-0.27912322,-1.2604959,-1.2530277,-0.07330504,-1.2171896,1.9776454,1.0313306,0.5847768,-2.351719,2.9965131,-1.2360498,-1.3938147,4.938947,1.8864521,-3.9472008,15.536035,-11.564478,7.853842,-5.129979,1.3683437,-3.219066,3.6247284,0.1417722,-2.8777146,3.2912352,-1.5787456,-2.0205927,-0.018746374,-0.6843416,0.63409966,0.3400585,0.91927475,0.09274889,0.22582051,0.1608404,0.2927723,0.87156576,-0.94665897,-0.68595815,1.1806173,0.82688594,2.8429787,-1.3587682,1.4586879,-3.7103703,-2.6610541,2.1266072,3.4069152,-1.9742335,-4.1597695,5.0731835,-1.2992935,-3.3486674,2.650921,1.9999665,0.26656863,-0.62207395,1.5583876,-1.6950167,1.1410698
P25105,-5.043569,-1.7461699,-0.19555143,1.3223295,0.19432889,-0.87845725,-0.69157106,-0.040734608,-0.495026,-0.098374836,-0.12966762,1.2029428,-1.3062868,1.9656825,-0.15951432,-0.30924514,1.67249,0.15717039,0.4625673,1.973539,-1.2057705,0.16347952,0.17270371,-0.6001091,2.8474455,-0.24319817,1.306119,1.5850848,-3.6361191,3.1665018,0.39790276,-0.9830511,2.0985358,-1.9962276,-1.1422824,-1.1348915,-0.7094032,-3.2403512,0.09914501,1.2171191,0.57092035,2.2105823,0.40855446,1.6400673,0.7242942,-1.7850664,-3.4440129,0.47286233,1.125693,1.2320522,-0.22419442,-0.5834803,0.20705141,0.2839039,0.20475593,-0.13585122,-0.6370656,0.667769,-0.43082237,-0.20421696,0.89683825,-0.53473014,-0.88519573,0.22288378
P25929,-4.5452824,-2.3974364,-0.0392425,-0.39430144,-1.3532815,-5.0325456,-1.681734,43.771492,4.426737,1.9541323,0.17321087,0.9791475,4.2001495,-1.0567425,2.166382,-0.62168795,-0.064520314,-0.08764556,-0.01658146,-0.10930344,-0.14729089,0.46218303,-0.16626225,0.33218232,0.4327783,-0.03380953,0.4766242,0.72529906,-0.24809632,1.0787458,0.73631173,0.017667247,2.2617455,-0.7350919,1.1315864,-2.1578958,-0.42603794,1.9867463,-0.09471066,0.28149372,-1.5528107,-1.081476,1.2743702,-4.9412007,12.249852,-3.0371995,1.6142678,0.06297534,-1.2521414,-0.526741,0.5372532,0.5340445,0.16619368,0.023643931,-0.112567246,0.22600996,-0.41995245,1.0427502,1.6445495,1.2477834,-1.1061965,-3.4273987,0.592169,0.3196078
P28221,47.62512,-1.5513449,-20.373285,-5.531231,-0.0559446,-2.8025963,30.18573,1.187091,0.6965874,2.8820271,4.4422917,1.117795,3.183266,-5.789446,-3.0877318,4.053647,4.5724688,-4.7104316,11.227313,4.190325,-3.648543,3.5065365,-0.47061068,2.9077556,-0.18878841,-10.5137205,6.22676,-0.36948854,-2.921058,2.2989514,1.270953,0.8693552,-1.650313,-2.0531783,1.596393,2.2239604,-3.1731665,-0.30602217,-0.5533528,-1.7355064,-3.3078327,1.280605,1.1950246,2.300995,-1.8102732,-2.7910125,1.7991446,-7.1560397,-2.3875232,-0.69907737,5.3806543,3.3496833,-0.3402349,-0.9574131,-2.0138776,0.57944113,1.5337065,0.13326778,-0.7934548,-0.50867116,0.16852283,-1.0943785,-0.6025473,0.89617705
P28222,41.0034,-3.102232,-20.223213,-7.1446967,-2.4079812,-2.4464967,29.839262,0.24877515,0.569376,0.5772633,4.1949673,0.5467556,2.5092852,-4.752285,-2.2513583,1.2572696,-0.3713041,-5.0713634,17.076653,2.2910454,-2.147298,3.0634902,5.977588,1.9962101,-2.0145786,-7.4089937,6.810875,-3.404962,-0.61793995,-5.8818784,0.074757,-0.13815802,-3.027275,-0.26286662,-0.8069002,-1.4180642,1.8176785,0.9356133,-0.7882293,0.15874244,1.2253927,-1.3653133,-2.6654043,-3.3834333,0.8609808,1.4835259,-2.6034493,7.797717,1.5613502,0.64917225,-4.940668,-2.959998,0.13251673,0.99525535,1.8105559,-0.37147102,-1.644968,-0.46794856,0.4398891,0.40707487,-0.20875621,0.7999565,0.4765484,-0.84251416
P28223,-5.382182,-1.6641741,-1.0153493,-0.3756124,-0.0028625631,-0.3113456,-0.8113685,-0.73208666,-0.37874055,-0.9085927,-0.5446362,-0.5693837,-1.2000558,-0.15821606,-1.0924174,0.61464596,-1.0237601,0.41992673,-0.5886332,-0.15638304,0.3900032,-0.7087007,0.28612444,-0.44882432,-0.5413984,-0.610655,-0.30292165,-0.34743172,-1.1326398,-0.9983307,-0.7404319,-1.0360125,0.5117428,-0.3673933,-0.5772302,0.04847429,-0.028503768,-0.29728377,-0.41976652,-0.113730825,0.31203714,-0.6673272,-0.4086582,-0.09167158,-0.056993976,0.2739951,0.23328611,-0.264651,0.2529652,-0.19233423,-0.30382514,0.24019052,-0.17817049,-0.3121528,-0.06461812,-0.11139731,0.4946103,-0.5005571,-0.18401329,-0.0440012,0.020785052,-0.26002148,0.4896088,-0.31872457
P28335,70.95095,-8.828416,-33.154953,-17.97177,-2.459074,3.5456848,-38.877167,0.32994965,-3.3280802,-0.83019936,1.3073409,-0.25462595,-1.4537079,4.0048695,2.446833,0.9812853,1.4460114,5.9499097,-2.0114827,2.3767078,-2.0278125,2.7011228,7.008699,1.1361368,-1.3989347,-6.1703596,3.2594926,10.280453,0.16178763,-7.5923853,5.269546,1.7218566,-1.793355,0.7178717,-3.1499424,-0.70398384,-0.60797334,-2.110302,-1.8956928,-0.8283677,1.5172564,4.958775,0.79048413,-0.629707,1.5390366,4.7951508,0.7398882,-2.0414476,0.51187634,-0.39477882,-0.62285686,-0.7259454,-0.51963556,-0.21426013,0.20432884,-0.44263908,1.0069797,-0.025625812,-0.012967293,-0.008185502,-0.20415477,-0.22118223,-0.5112869,0.70494443
P28566,22.55257,-3.022667,-17.747978,-8.133539,3.2859743,-1.4261105,14.818674,-0.023650263,-0.6107037,-0.115472615,0.6736117,0.4131028,0.58897054,-1.4129053,-2.6342034,-8.171544,-2.802996,9.42175,11.086775,-0.08118395,0.9477594,-2.4880826,-1.2427366,-2.4794197,0.24802957,12.800243,-8.858559,-2.1972487,0.9599247,0.9091138,6.6817822,1.5914731,5.1513214,8.441607,-2.7223482,-0.38284993,1.9464905,-0.7247276,2.7561872,5.8818045,3.2588844,-0.8942892,-0.8764873,-0.7081894,1.3791013,3.2411613,0.7290993,-2.3939712,5.652477,3.7947052,0.9541022,3.7907233,0.16828474,-1.8271809,-1.3754213,-0.01642289,0.5519429,0.83134323,-0.06358776,-0.13226847,-1.2713399,0.21825282,-0.6076622,-0.24974462
P29274,-5.3072224,-1.7054822,0.09924468,1.9293307,-0.56488854,-3.186353,-3.4965777,-3.0354252,-10.204637,38.56096,0.2824819,0.30283368,6.9372697,-1.8539095,3.3782012,-0.1435322,-1.1496152,-0.7945748,0.62794405,-0.44541728,0.06725374,0.38040096,0.106502056,0.3231286,0.43786925,0.09091782,0.07638895,0.42624122,0.14944144,0.7385257,0.73098725,0.3009701,0.5372882,0.06458867,0.30651715,-0.1243611,0.12187274,0.12883754,-0.9638568,1.5467618,-1.4501477,0.051996417,2.0896506,0.31703645,-0.14815742,0.45066512,-0.5674268,0.674204,-0.23084351,0.14893636,0.33495748,-0.11586115,-0.20425868,0.31692684,-0.77166975,-4.130745,-2.033657,1.1663322,-2.2428768,0.47676638,-0.050433148,0.076925375,0.43455794,-0.14654617
P29275,-6.0409975,-1.7964064,-0.6434169,0.28816453,-0.20988756,-1.2453095,-1.2935514,-1.9510132,-3.9970539,13.483121,-0.48564848,-0.6765901,1.9866738,-1.6296743,0.3458369,0.7209248,-2.7079425,0.19289298,0.8613901,-1.5990572,1.3752056,-1.205401,0.48615354,-0.51086,-0.6470673,-0.17677747,-0.9191921,-1.068291,0.09445895,-1.3419516,-2.82546,-1.1131378,-2.4169083,1.1168171,-3.2080228,-2.2547197,0.7756595,0.8041339,-9.650468,8.724077,-7.0137715,-0.72861785,7.081057,0.89424586,-0.66850084,1.7685239,-1.0485324,1.609155,-0.3411641,-0.40173954,0.21187992,1.4315077,1.065064,-0.16025425,1.8131453,8.29038,2.4579265,-0.2678364,2.042197,-0.35757217,0.34705845,0.15774885,-0.57858,0.35250977
P29323,-5.9201775,-1.7322247,-0.68728054,-0.020708177,-0.0895982,-0.4673565,-0.35543033,-0.99300474,-0.43437237,-1.2575058,-0.6431578,-0.8152458,-1.7687167,-0.42565975,-1.9433333,0.9362635,-1.9011507,1.0096589,0.13006657,-0.15294121,0.9788136,-2.3780077,0.60738665,-2.2112598,-2.6788957,-1.0612152,3.522561,0.088020295,5.075189,2.2351055,0.8678412,1.1605527,0.66079426,0.2877462,0.9155181,-0.052792493,-0.0059537212,0.16873239,0.4061745,0.19822527,-0.04045398,0.5031732,0.4081835,0.015213688,0.012353664,-0.020566858,-0.093322925,0.12787102,-0.0271287,0.087315045,0.07172205,-0.041150056,-0.0074621574,0.0774212,-0.014701685,0.016821623,-0.1057055,0.13858527,0.047819324,-0.003983363,0.04296797,0.04910831,-0.1065986,0.071060084
